amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,payload_instance_id,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,energy_kwh,task_duration_sec,details,task_source,department_id,waste_stream,waste_volume_m3,container_type,pending_reason,tracked_item_exchange,exchange_mode,tracked_item_source_payload,tracked_items
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:13:08,2026-01-02 08:13:16,C0-9,C0-8,,,151.815,-84.679,0,151.852,-75.529,0,completed,97988.663,2026-01-02 08:13:08,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-9,C0-8,,7.625,0.0,9.15,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-8"", ""duration"": 7.625062340364472, ""distance_m"": 9.150074808437367, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.852, ""to_y"": -75.529, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:13:16,2026-01-02 08:13:23,C0-8,C0-19,,,151.852,-75.529,0,142.653,-75.648,0,completed,97996.289,2026-01-02 08:13:16,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-8,C0-19,,7.666,0.0,9.2,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-19"", ""duration"": 7.666474725858188, ""distance_m"": 9.199769671029825, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.852, ""from_y"": -75.529, ""to_x"": 142.653, ""to_y"": -75.648, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:13:23,2026-01-02 08:13:31,C0-19,C0-114,,,142.653,-75.648,0,142.686,-66.414,0,completed,98003.955,2026-01-02 08:13:23,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-19,C0-114,,7.695,0.0,9.234,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-19"", ""to"": ""C0-114"", ""duration"": 7.695049138894432, ""distance_m"": 9.234058966673318, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.653, ""from_y"": -75.648, ""to_x"": 142.686, ""to_y"": -66.414, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:13:31,2026-01-02 08:13:37,C0-114,C0-24,,,142.686,-66.414,0,142.764,-59.64,0,completed,98011.65,2026-01-02 08:13:31,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-114,C0-24,,5.645,0.0,6.774,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-114"", ""to"": ""C0-24"", ""duration"": 5.645374212574398, ""distance_m"": 6.774449055089278, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.686, ""from_y"": -66.414, ""to_x"": 142.764, ""to_y"": -59.64, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:13:37,2026-01-02 08:14:06,C0-24,C0-25,,,142.764,-59.64,0,107.222,-59.537,0,completed,98017.295,2026-01-02 08:13:37,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-24,C0-25,,29.618,0.0,35.542,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-24"", ""to"": ""C0-25"", ""duration"": 29.618457704707655, ""distance_m"": 35.542149245649185, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.764, ""from_y"": -59.64, ""to_x"": 107.222, ""to_y"": -59.537, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:06,2026-01-02 08:14:31,C0-25,C0-26,,,107.222,-59.537,0,77.299,-59.51,0,completed,98046.914,2026-01-02 08:14:06,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-25,C0-26,,24.936,0.0,29.923,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-25"", ""to"": ""C0-26"", ""duration"": 24.935843484385632, ""distance_m"": 29.923012181262756, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 107.222, ""from_y"": -59.537, ""to_x"": 77.299, ""to_y"": -59.51, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:31,2026-01-02 08:14:33,C0-26,C0-52,,,77.299,-59.51,0,77.294,-57.819,0,completed,98071.85,2026-01-02 08:14:31,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-26,C0-52,,1.409,0.0,1.691,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-26"", ""to"": ""C0-52"", ""duration"": 1.409172826716278, ""distance_m"": 1.6910073920595334, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.299, ""from_y"": -59.51, ""to_x"": 77.294, ""to_y"": -57.819, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:33,2026-01-02 08:14:39,C0-52,C0-33,,,77.294,-57.819,0,77.284,-50.539,0,completed,98073.259,2026-01-02 08:14:33,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-52,C0-33,,6.067,0.0,7.28,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-52"", ""to"": ""C0-33"", ""duration"": 6.0666723901071915, ""distance_m"": 7.28000686812863, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.294, ""from_y"": -57.819, ""to_x"": 77.284, ""to_y"": -50.539, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:39,2026-01-02 08:14:43,C0-33,C0-62,,,77.284,-50.539,0,77.286,-45.982,0,completed,98079.326,2026-01-02 08:14:39,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-33,C0-62,,3.798,0.0,4.557,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-33"", ""to"": ""C0-62"", ""duration"": 3.797500365737677, ""distance_m"": 4.557000438885212, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.284, ""from_y"": -50.539, ""to_x"": 77.286, ""to_y"": -45.982, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:43,2026-01-02 08:14:55,C0-62,C0-34,,,77.286,-45.982,0,77.167,-30.539,0,completed,98083.123,2026-01-02 08:14:43,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-62,C0-34,,12.87,0.0,15.443,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-62"", ""to"": ""C0-34"", ""duration"": 12.86954873809576, ""distance_m"": 15.443458485714912, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.286, ""from_y"": -45.982, ""to_x"": 77.167, ""to_y"": -30.539, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:14:55,2026-01-02 08:15:04,C0-34,C0-108,,,77.167,-30.539,0,77.454,-20.832,0,completed,98095.993,2026-01-02 08:14:55,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-34,C0-108,,8.093,0.0,9.711,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-34"", ""to"": ""C0-108"", ""duration"": 8.092701530116846, ""distance_m"": 9.711241836140216, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.167, ""from_y"": -30.539, ""to_x"": 77.454, ""to_y"": -20.832, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:15:04,2026-01-02 08:15:07,C0-108,C0-38,,,77.454,-20.832,0,77.537,-16.912,0,completed,98104.085,2026-01-02 08:15:04,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-108,C0-38,,3.267,0.0,3.921,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-108"", ""to"": ""C0-38"", ""duration"": 3.267398833765003, ""distance_m"": 3.9208786005180034, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.454, ""from_y"": -20.832, ""to_x"": 77.537, ""to_y"": -16.912, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:15:07,2026-01-02 08:15:08,C0-38,C0-64,,,77.537,-16.912,0,77.468,-15.401,0,completed,98107.353,2026-01-02 08:15:07,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-38,C0-64,,1.26,0.0,1.513,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-38"", ""to"": ""C0-64"", ""duration"": 1.2604788552151294, ""distance_m"": 1.5125746262581552, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.537, ""from_y"": -16.912, ""to_x"": 77.468, ""to_y"": -15.401, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:15:08,2026-01-02 08:15:18,C0-64,C0-65,,,77.468,-15.401,0,65.561,-15.401,0,completed,98108.613,2026-01-02 08:15:08,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-64,C0-65,,9.922,0.0,11.907,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-64"", ""to"": ""C0-65"", ""duration"": 9.922499999999998, ""distance_m"": 11.906999999999996, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.468, ""from_y"": -15.401, ""to_x"": 65.561, ""to_y"": -15.401, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,corridor,2026-01-02 08:15:18,2026-01-02 08:15:20,C0-65,D3-PHARMACY,,,65.561,-15.401,0,65.279,-12.892,0,completed,98118.536,2026-01-02 08:15:18,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,C0-65,D3-PHARMACY,,2.104,0.0,2.525,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-65"", ""to"": ""D3-PHARMACY"", ""duration"": 2.103998343102433, ""distance_m"": 2.5247980117229196, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 65.561, ""from_y"": -15.401, ""to_x"": 65.279, ""to_y"": -12.892, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D3_00007,dropoff,2026-01-02 08:15:20,2026-01-02 08:15:40,,,,,,,,,,,completed,98120.64,2026-01-02 08:15:20,segment_dropoff,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,D7-PHARMACY,D3-PHARMACY,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""D3-PHARMACY"", ""duration"": 20.0, ""inventory_space"": """", ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,,2026-01-02 08:15:40,2026-01-02 08:15:41,,,D3-PHARMACY,D4-PHARMACY,,,,,,,start,98140.64,2026-01-02 08:15:40,task_assigned,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D4_00008-000009,,D7-PHARMACY,D4-PHARMACY,,0.0,0.0,0.0,0.0,307.38,Assigned task to AMR-A-1,task_generation,D4,,0.0,Pharmacy Box,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:15:40,2026-01-02 08:15:43,D3-PHARMACY,C0-65,,,65.279,-12.892,0,65.561,-15.401,0,completed,98140.64,2026-01-02 08:15:40,segment_corridor,,,,D3-PHARMACY,C0-65,,2.475,0.0,2.525,0.0,0.0,"{""type"": ""corridor"", ""from"": ""D3-PHARMACY"", ""to"": ""C0-65"", ""duration"": 2.4752921683558036, ""distance_m"": 2.5247980117229196, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 65.279, ""from_y"": -12.892, ""to_x"": 65.561, ""to_y"": -15.401, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:15:43,2026-01-02 08:15:54,C0-65,C0-64,,,65.561,-15.401,0,77.468,-15.401,0,completed,98143.115,2026-01-02 08:15:43,segment_corridor,,,,C0-65,C0-64,,11.674,0.0,11.907,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-65"", ""to"": ""C0-64"", ""duration"": 11.673529411764703, ""distance_m"": 11.906999999999996, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 65.561, ""from_y"": -15.401, ""to_x"": 77.468, ""to_y"": -15.401, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:15:54,2026-01-02 08:15:56,C0-64,C0-38,,,77.468,-15.401,0,77.537,-16.912,0,completed,98154.789,2026-01-02 08:15:54,segment_corridor,,,,C0-64,C0-38,,1.26,0.0,1.513,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-64"", ""to"": ""C0-38"", ""duration"": 1.2604788552151294, ""distance_m"": 1.5125746262581552, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.468, ""from_y"": -15.401, ""to_x"": 77.537, ""to_y"": -16.912, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:15:56,2026-01-02 08:15:59,C0-38,C0-108,,,77.537,-16.912,0,77.454,-20.832,0,completed,98156.049,2026-01-02 08:15:56,segment_corridor,,,,C0-38,C0-108,,3.267,0.0,3.921,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-38"", ""to"": ""C0-108"", ""duration"": 3.267398833765003, ""distance_m"": 3.9208786005180034, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.537, ""from_y"": -16.912, ""to_x"": 77.454, ""to_y"": -20.832, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:15:59,2026-01-02 08:16:07,C0-108,C0-34,,,77.454,-20.832,0,77.167,-30.539,0,completed,98159.316,2026-01-02 08:15:59,segment_corridor,,,,C0-108,C0-34,,8.093,0.0,9.711,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-108"", ""to"": ""C0-34"", ""duration"": 8.092701530116846, ""distance_m"": 9.711241836140216, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.454, ""from_y"": -20.832, ""to_x"": 77.167, ""to_y"": -30.539, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:07,2026-01-02 08:16:20,C0-34,C0-62,,,77.167,-30.539,0,77.286,-45.982,0,completed,98167.409,2026-01-02 08:16:07,segment_corridor,,,,C0-34,C0-62,,12.87,0.0,15.443,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-34"", ""to"": ""C0-62"", ""duration"": 12.86954873809576, ""distance_m"": 15.443458485714912, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.167, ""from_y"": -30.539, ""to_x"": 77.286, ""to_y"": -45.982, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:20,2026-01-02 08:16:24,C0-62,C0-33,,,77.286,-45.982,0,77.284,-50.539,0,completed,98180.279,2026-01-02 08:16:20,segment_corridor,,,,C0-62,C0-33,,3.798,0.0,4.557,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-62"", ""to"": ""C0-33"", ""duration"": 3.797500365737677, ""distance_m"": 4.557000438885212, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.286, ""from_y"": -45.982, ""to_x"": 77.284, ""to_y"": -50.539, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:24,2026-01-02 08:16:30,C0-33,C0-52,,,77.284,-50.539,0,77.294,-57.819,0,completed,98184.076,2026-01-02 08:16:24,segment_corridor,,,,C0-33,C0-52,,6.067,0.0,7.28,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-33"", ""to"": ""C0-52"", ""duration"": 6.0666723901071915, ""distance_m"": 7.28000686812863, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.284, ""from_y"": -50.539, ""to_x"": 77.294, ""to_y"": -57.819, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:30,2026-01-02 08:16:31,C0-52,C0-26,,,77.294,-57.819,0,77.299,-59.51,0,completed,98190.143,2026-01-02 08:16:30,segment_corridor,,,,C0-52,C0-26,,1.409,0.0,1.691,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-52"", ""to"": ""C0-26"", ""duration"": 1.409172826716278, ""distance_m"": 1.6910073920595334, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.294, ""from_y"": -57.819, ""to_x"": 77.299, ""to_y"": -59.51, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:31,2026-01-02 08:16:56,C0-26,C0-25,,,77.299,-59.51,0,107.222,-59.537,0,completed,98191.552,2026-01-02 08:16:31,segment_corridor,,,,C0-26,C0-25,,24.936,0.0,29.923,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-26"", ""to"": ""C0-25"", ""duration"": 24.935843484385632, ""distance_m"": 29.923012181262756, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.299, ""from_y"": -59.51, ""to_x"": 107.222, ""to_y"": -59.537, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:16:56,2026-01-02 08:17:26,C0-25,C0-24,,,107.222,-59.537,0,142.764,-59.64,0,completed,98216.488,2026-01-02 08:16:56,segment_corridor,,,,C0-25,C0-24,,29.618,0.0,35.542,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-25"", ""to"": ""C0-24"", ""duration"": 29.618457704707655, ""distance_m"": 35.542149245649185, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 107.222, ""from_y"": -59.537, ""to_x"": 142.764, ""to_y"": -59.64, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:17:26,2026-01-02 08:17:31,C0-24,C0-114,,,142.764,-59.64,0,142.686,-66.414,0,completed,98246.106,2026-01-02 08:17:26,segment_corridor,,,,C0-24,C0-114,,5.645,0.0,6.774,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-24"", ""to"": ""C0-114"", ""duration"": 5.645374212574398, ""distance_m"": 6.774449055089278, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.764, ""from_y"": -59.64, ""to_x"": 142.686, ""to_y"": -66.414, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:17:31,2026-01-02 08:17:39,C0-114,C0-19,,,142.686,-66.414,0,142.653,-75.648,0,completed,98251.752,2026-01-02 08:17:31,segment_corridor,,,,C0-114,C0-19,,7.695,0.0,9.234,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-114"", ""to"": ""C0-19"", ""duration"": 7.695049138894432, ""distance_m"": 9.234058966673318, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.686, ""from_y"": -66.414, ""to_x"": 142.653, ""to_y"": -75.648, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:17:39,2026-01-02 08:17:47,C0-19,C0-8,,,142.653,-75.648,0,151.852,-75.529,0,completed,98259.447,2026-01-02 08:17:39,segment_corridor,,,,C0-19,C0-8,,7.666,0.0,9.2,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-19"", ""to"": ""C0-8"", ""duration"": 7.666474725858188, ""distance_m"": 9.199769671029825, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.653, ""from_y"": -75.648, ""to_x"": 151.852, ""to_y"": -75.529, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:17:47,2026-01-02 08:17:54,C0-8,C0-9,,,151.852,-75.529,0,151.815,-84.679,0,completed,98267.113,2026-01-02 08:17:47,segment_corridor,,,,C0-8,C0-9,,7.625,0.0,9.15,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-9"", ""duration"": 7.625062340364472, ""distance_m"": 9.150074808437367, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.852, ""from_y"": -75.529, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:17:54,2026-01-02 08:18:01,C0-9,C0-78,,,151.815,-84.679,0,151.853,-93.062,0,completed,98274.738,2026-01-02 08:17:54,segment_corridor,,,,C0-9,C0-78,,6.986,0.0,8.383,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-78"", ""duration"": 6.9859051052021055, ""distance_m"": 8.383086126242526, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.853, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:18:01,2026-01-02 08:18:08,C0-78,C0-77,,,151.853,-93.062,0,160.201,-93.062,0,completed,98281.724,2026-01-02 08:18:01,segment_corridor,,,,C0-78,C0-77,,6.957,0.0,8.348,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-78"", ""to"": ""C0-77"", ""duration"": 6.956666666666655, ""distance_m"": 8.347999999999985, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.853, ""from_y"": -93.062, ""to_x"": 160.201, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:18:08,2026-01-02 08:18:18,C0-77,C0-76,,,160.201,-93.062,0,172.268,-93.202,0,completed,98288.681,2026-01-02 08:18:08,segment_corridor,,,,C0-77,C0-76,,10.057,0.0,12.068,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-77"", ""to"": ""C0-76"", ""duration"": 10.056510087445297, ""distance_m"": 12.067812104934356, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 160.201, ""from_y"": -93.062, ""to_x"": 172.268, ""to_y"": -93.202, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:18:18,2026-01-02 08:18:21,C0-76,D7-PHARMACY,,,172.268,-93.202,0,172.392,-97.072,0,completed,98298.737,2026-01-02 08:18:18,segment_corridor,,,,C0-76,D7-PHARMACY,,3.227,0.0,3.872,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-76"", ""to"": ""D7-PHARMACY"", ""duration"": 3.226655044744914, ""distance_m"": 3.8719860536938966, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 172.268, ""from_y"": -93.202, ""to_x"": 172.392, ""to_y"": -97.072, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,pickup,2026-01-02 08:18:21,2026-01-02 08:18:41,,,,,,,,,,,completed,98301.964,2026-01-02 08:18:21,segment_pickup,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D4_00008-000009,,D7-PHARMACY,D4-PHARMACY,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""D7-PHARMACY"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:18:41,2026-01-02 08:18:45,D7-PHARMACY,C0-76,,,172.392,-97.072,0,172.268,-93.202,0,completed,98321.964,2026-01-02 08:18:41,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D4_00008-000009,,D7-PHARMACY,C0-76,,3.796,0.0,3.872,0.0,0.0,"{""type"": ""corridor"", ""from"": ""D7-PHARMACY"", ""to"": ""C0-76"", ""duration"": 3.7960647585234284, ""distance_m"": 3.8719860536938966, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 172.392, ""from_y"": -97.072, ""to_x"": 172.268, ""to_y"": -93.202, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D4_00008,corridor,2026-01-02 08:18:45,2026-01-02 08:18:57,C0-76,C0-77,,,172.268,-93.202,0,160.201,-93.062,0,completed,98325.76,2026-01-02 08:18:45,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D4_00008-000009,,C0-76,C0-77,,11.831,0.0,12.068,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-76"", ""to"": ""C0-77"", ""duration"": 11.831188338170938, ""distance_m"": 12.067812104934356, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 172.268, ""from_y"": -93.202, ""to_x"": 160.201, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
